
104第4季 -0.10元
105第1季 0.06元
105第2季 -0.06元
105第3季 -0.01元
105第4季 -0.11元
106第1季 -0.09元
106第2季 -0.08元
106第3季 0.02元
106第4季 -0.15元
107第1季 3.94元
