
104第4季 1.14元
105第1季 0.08元
105第2季 0.26元
105第3季 0.47元
105第4季 1.19元
106第1季 -0.64元
106第2季 0.11元
106第3季 0.58元
106第4季 0.55元
107第1季 0.01元
107第2季 1.24元
107第3季 1.45元
107第4季 0.7元
