
105第3季 0.46元
105第4季 1.40元
106第1季 1.06元
106第2季 0.57元
106第3季 1.14元
106第4季 0.78元
107第1季 1.09元
107第2季 1.42元
107第3季 2.31元
107第4季 0.59元
108第1季 -1.24元
108第2季 -2.16元
108第3季 -1.28元
