105 331,221 316,677 465,604 288,565 241,783 222,401 187,022 253,861 134,952 258,899 254,610 220,554 
106 222,863 193,444 235,326 219,173 210,281 180,962 116,588 138,000 184,780 233,011 297,326 361,826 
107 210,270 180,954 215,466 214,026 211,223 187,993 119,764 139,543 178,453 211,663 234,752 249,374 
