
104第4季 0.57元
105第1季 0.27元
105第2季 -0.16元
105第3季 0.47元
105第4季 1.21元
106第1季 -0.64元
106第2季 0.51元
106第3季 -0.02元
106第4季 0.82元
107第1季 -0.4元
107第2季 0.74元
