
104第4季 -0.53元
105第1季 0.59元
105第2季 -0.28元
105第3季 -0.89元
105第4季 -0.26元
106第1季 -0.46元
106第2季 -0.50元
106第3季 -0.45元
106第4季 0.56元
107第1季 -0.33元
107第2季 -0.33元
107第3季 -0.05元
107第4季 -0.38元
108第1季 -0.33元
108第2季 -0.36元
108第3季 -0.31元
108第4季 -2.04元
109第1季 -0.12元
109第2季 -0.38元
