105 144,932 108,661 147,681 143,533 171,751 155,731 154,477 110,712 198,436 174,045 177,559 232,611 
106 97,641 78,391 101,293 127,801 121,482 135,376 156,310 172,071 240,101 187,924 292,926 208,793 
107 240,727 117,843 162,341 171,852 203,342 221,397 271,824 252,524 551,433 2,220,682 888,205 825,762 
108 406,646 248,715 444,228 400,040 404,858 338,021 304,607 403,033 346,822 356,567 784,433 - 
