
105第1季 -0.37元
105第2季 0.01元
105第3季 -0.12元
105第4季 -0.13元
106第1季 -0.36元
106第2季 -0.15元
106第3季 0.05元
106第4季 0元
107第1季 -0.09元
107第2季 -0.38元
