
104第4季 2.50元
105第1季 0.85元
105第2季 0.64元
105第3季 0.13元
105第4季 0.23元
106第1季 -0.21元
106第2季 4.06元
106第3季 0.09元
106第4季 1.48元
107第1季 -0.25元
107第2季 -0.1元
107第3季 -0.15元
107第4季 0.69元
108第1季 2.3元
108第2季 0.61元
108第3季 0.37元
108第4季 0.43元
109第1季 0.88元
