105 74,592 31,666 62,112 55,325 57,698 63,171 68,494 69,375 69,611 58,996 57,514 42,565 
106 51,954 36,472 54,344 47,036 63,020 68,722 60,223 95,640 109,989 93,123 89,884 79,076 
107 81,306 43,436 56,384 56,146 68,513 69,114 75,656 78,915 88,071 83,612 83,661 29,368 
