
104第4季 -0.72元
105第1季 -0.26元
105第2季 -0.29元
105第3季 -0.04元
105第4季 -0.85元
106第1季 -0.24元
106第2季 0.01元
106第3季 0.18元
106第4季 0.07元
107第1季 -0.37元
