
105第3季 20.12% -0.80% -2.97% -0.45% -0.90% 15.41元
105第4季 19.32% -1.79% -0.19% 0.25% 0.32% 15.40元
106第1季 18.35% -3.25% -6.68% 0.00% -2.07% 14.92元
106第2季 18.80% -4.36% -2.33% 0.00% -0.95% undefined
106第3季 15.39% -7.77% -6.79% 0.00% -1.61% undefined
106第4季 17.57% -2.18% -1.31% -0.29% -0.61% 14.11元
107第1季 17.65% -7.64% -8.29% 0% -1.79% 13.84元
107第2季 12.7% -10.24% -5.93% -0.7% -1.39% 13.59元
