
104第4季 -0.02元
105第1季 0.05元
105第2季 0.13元
105第3季 -0.14元
105第4季 0.05元
106第1季 -0.31元
106第2季 -0.14元
106第3季 -0.23元
106第4季 -0.09元
107第1季 -0.25元
107第2季 -0.19元
107第3季 -0.97元
107第4季 -0.54元
108第1季 0.17元
108第2季 0.11元
108第3季 -0.25元
108第4季 -0.03元
