
104第4季 -4.78元
105第1季 -2.77元
105第2季 -0.35元
105第3季 -1.08元
105第4季 -1.77元
106第1季 -1.02元
106第2季 -0.70元
106第3季 -1.88元
106第4季 -1.37元
107第1季 -1.06元
107第2季 -0.16元
107第3季 -0.85元
107第4季 -0.7元
108第1季 -0.69元
108第2季 -0.68元
