
104第4季 0.40元
105第1季 0.31元
105第2季 0.13元
105第3季 0.09元
105第4季 -0.38元
106第1季 -0.37元
106第2季 -0.19元
106第3季 0.34元
106第4季 0.71元
107第1季 0.36元
107第2季 0.59元
107第3季 0.87元
107第4季 0.78元
108第1季 0.63元
108第2季 0.33元
108第3季 0.45元
108第4季 0.23元
109第1季 0.01元
109第2季 0.67元
