108 31,829,943 17,302,630 18,831,809 22,580,675 21,208,496 26,334,500 29,634,044 18,818,982 20,941,617 16,362,696 27,746,100 28,998,882 
109 30,611,195 22,902,435 15,653,326 19,827,418 20,431,463 - - - - - - - 
