
104第4季 0.07元
105第1季 0.25元
105第2季 0.25元
105第3季 0.17元
105第4季 0.27元
106第1季 0.18元
106第2季 0.20元
106第3季 0.21元
106第4季 0.25元
107第1季 0.33元
107第2季 0.21元
107第3季 0.02元
107第4季 0.3元
108第1季 0.02元
108第2季 -0.08元
108第3季 -0.01元
108第4季 0.47元
109第1季 0.02元
109第2季 0.15元
