108 4,296,339 3,107,058 3,672,876 3,517,536 3,572,007 3,707,208 4,079,738 3,667,468 3,407,359 3,696,258 3,467,081 3,509,096 
109 4,017,351 3,562,607 2,393,636 3,971,006 3,726,091 - - - - - - - 
