
105第3季 11.47% 1.21% 0.34% 0.28% 0.22% 9.80元
105第4季 12.27% 0.41% -0.48% 0.00% -2.41% 9.55元
106第1季 14.18% 2.99% 1.21% -0.97% -3.79% undefined
106第2季 11.28% 1.58% 0.70% 0.00% -4.27% undefined
106第3季 11.75% 1.85% -0.30% -1.33% -5.24% undefined
106第4季 12.04% -1.88% -3.99% -2.72% -10.06% 7.34元
107第1季 12.38% -0.1% -1.54% -0.16% -1.13% 7.25元
107第2季 13.34% 3.18% 2.37% 0.87% 2.18% 7.4元
107第3季 9.45% -2.6% -4.05% -0.68% -2.91% 7.19元
107第4季 11.4% -1.14% -3.06% -0.48% -2.22% 9.56元
108第1季 0% 0% 0% 0% 0% 0元
108第2季 10.28% -1.6% -3.02% -0.49% -1.94% 9.54元
108第3季 8.39% -4.04% -5.29% -1.14% -3.62% 9.2元
108第4季 1.86% -7.89% -20.71% -11.68% -34.1% 7.12元
109第1季 10.5% -6.13% -6.24% -1.15% -4.06% 6.85元
109第2季 4.73% -12.65% -11.86% -3.23% -10.94% 6.13元
