
104第4季 0.27元
105第1季 -0.03元
105第2季 -0.11元
105第3季 -0.18元
105第4季 -0.16元
106第1季 -0.05元
106第2季 0.22元
106第3季 0.30元
106第4季 0.41元
107第1季 0.39元
107第2季 0.61元
107第3季 0.35元
107第4季 0.49元
108第1季 0.29元
108第2季 0.28元
108第3季 0.06元
108第4季 -0.11元
109第1季 -0.29元
