
105第1季 0.21元
105第2季 0.05元
105第3季 0.29元
105第4季 0.05元
106第1季 0.38元
106第2季 -0.14元
106第3季 0.26元
106第4季 0.19元
107第1季 0.19元
107第2季 -0.11元
107第3季 -0.22元
107第4季 0.11元
108第1季 0.22元
