
104第4季 -1.00元
105第1季 -0.26元
105第2季 -0.43元
105第3季 0.16元
105第4季 -0.17元
106第1季 -0.20元
106第2季 -0.21元
106第3季 -0.32元
106第4季 -0.83元
107第1季 0.01元
107第2季 0.13元
107第3季 0.19元
