
105第3季 16.21% 4.18% 2.89% 0.46% 0.62% 26.71元
105第4季 14.36% -1.39% -1.59% -0.21% -0.30% 26.31元
106第1季 11.21% -2.14% -3.13% -0.54% -0.76% undefined
106第2季 14.07% -3.92% -3.88% 0.00% -0.79% undefined
106第3季 14.04% 0.02% -6.39% -1.01% -1.31% undefined
106第4季 12.69% -4.89% -16.58% -2.6% -3.36% 24.55元
107第1季 15.6% 1.86% 1.21% 0.2% 0.21% 24.73元
107第2季 13.3% -0.33% 2.77% 0.44% 0.54% 24.54元
107第3季 19.32% 3.06% 4.78% 0.69% 0.86% 23.93元
107第4季 21.56% -1.62% -0.69% -0.11% -0.2% 23.98元
108第1季 0% 0% 0% 0% 0% 0元
108第2季 19.28% -0.2% 2% 0.21% 0.18% 23.84元
108第3季 17.75% -2.35% -0.74% -0.05% -0.15% 22.92元
108第4季 15.08% -12.91% -65.04% -8.02% -10.44% 20.46元
