105 5,857 4,930 5,829 5,152 6,423 5,951 5,392 5,703 5,634 5,902 6,145 6,856 
106 6,400 6,866 10,316 9,641 7,732 12,014 39,737 46,559 10,593 11,139 12,728 12,806 
107 41,767 10,920 17,901 14,503 11,698 12,876 12,911 12,023 11,028 12,725 13,319 46,060 
