
104第4季 0.69元
105第1季 0.59元
105第2季 0.28元
105第3季 -1.09元
105第4季 -0.56元
106第1季 -0.77元
106第2季 -1.13元
106第3季 -0.05元
106第4季 -0.72元
107第1季 -0.64元
107第2季 -1.21元
107第3季 -1.48元
107第4季 -1.84元
108第1季 -0.15元
108第2季 -0.09元
108第3季 -0.01元
