
104第4季 -0.28元
105第1季 -0.57元
105第2季 -0.82元
105第3季 -0.58元
105第4季 -1.18元
106第1季 -0.53元
106第2季 -0.33元
106第3季 0.09元
106第4季 -0.77元
107第1季 -0.5元
107第2季 0元
107第3季 0.15元
107第4季 0.16元
108第1季 0.05元
108第2季 0.06元
108第3季 -0.04元
