
104第4季 -0.04元
105第1季 0.12元
105第2季 -0.02元
105第3季 0.61元
105第4季 -0.61元
106第1季 -0.17元
106第2季 -0.99元
106第3季 -0.10元
106第4季 -1.13元
107第1季 0.01元
107第2季 0.06元
107第3季 0.11元
107第4季 0.12元
108第1季 -0.03元
108第2季 0.14元
108第3季 -0.03元
