
104第4季 -0.35元
105第1季 0.02元
105第2季 0.14元
105第3季 0.12元
105第4季 -0.14元
106第1季 -0.23元
106第2季 -0.08元
106第3季 -0.25元
106第4季 -0.34元
107第1季 -0.22元
107第2季 -0.23元
107第3季 -0.71元
107第4季 -0.43元
108第1季 -0.16元
