
104第4季 -0.47元
105第1季 -0.25元
105第2季 -0.19元
105第3季 0.18元
105第4季 0.20元
106第1季 0.06元
106第2季 0.35元
106第3季 1.20元
106第4季 1.46元
107第1季 1.06元
107第2季 1.3元
107第3季 1.05元
107第4季 1.57元
