
104第4季 -0.06元
105第1季 0.94元
105第2季 0.39元
105第3季 -2.18元
105第4季 -1.28元
106第1季 -0.55元
106第2季 -1.08元
106第3季 -0.09元
106第4季 0.23元
107第1季 -0.42元
107第2季 -2.66元
107第3季 -4.68元
107第4季 -8.56元
