108 41,484,483 29,615,153 40,732,306 41,050,777 46,346,861 41,778,333 46,039,240 46,975,350 47,806,479 48,723,667 50,240,139 46,884,511 
109 39,617,441 37,402,364 54,024,503 55,754,407 46,709,026 - - - - - - - 
