105 30,106,120 28,774,620 36,482,851 33,935,792 34,182,975 40,212,275 34,820,948 37,775,130 39,057,642 37,052,098 37,643,759 38,448,110 
106 30,270,900 31,938,730 37,545,625 34,669,953 34,550,863 41,898,846 39,480,338 41,493,927 42,985,139 43,179,481 45,043,375 44,455,032 
107 36,434,504 28,878,962 39,495,911 38,372,327 43,621,743 44,905,962 43,161,846 49,871,828 48,038,916 46,206,616 40,862,265 47,022,291 
108 45,473,110 26,016,571 43,375,200 39,209,842 40,887,521 47,707,129 42,091,241 41,404,018 45,210,143 48,175,786 38,035,698 43,383,897 
