
104第4季 2.07元
105第1季 1.88元
105第2季 2.20元
105第3季 0.86元
105第4季 1.78元
106第1季 0.87元
106第2季 0.87元
106第3季 0.28元
106第4季 0.3元
107第1季 0.52元
107第2季 0.68元
107第3季 0.38元
107第4季 0.68元
108第1季 0.24元
108第2季 0.33元
108第3季 -0.13元
108第4季 -0.72元
109第1季 -0.64元
109第2季 -0.73元
