105 1,588,127 1,669,862 2,047,679 1,445,702 1,869,988 1,962,482 2,039,234 1,804,116 1,984,197 1,936,799 2,735,086 3,437,324 
106 2,329,500 1,523,135 1,946,941 1,952,482 1,958,308 2,059,892 2,266,865 1,953,580 2,657,300 2,681,279 3,024,551 3,852,924 
107 2,803,834 1,745,841 2,027,551 1,718,484 2,212,648 1,807,632 1,768,002 2,287,956 2,303,398 1,874,202 2,180,453 2,306,808 
108 2,021,686 1,276,686 1,668,477 2,448,419 2,628,313 1,933,868 2,050,553 1,377,401 1,667,040 1,571,880 1,838,119 2,182,645 
109 1,808,202 1,062,686 1,468,468 1,428,462 1,569,307 - - - - - - - 
