
104第4季 -0.39元
105第1季 0.15元
105第2季 0.06元
105第3季 -0.01元
105第4季 0.10元
106第1季 -0.49元
106第2季 -0.18元
106第3季 -0.22元
106第4季 -0.24元
107第1季 -0.2元
107第2季 0.1元
107第3季 -0.03元
107第4季 0.18元
108第1季 -0.14元
108第2季 0.32元
108第3季 0.22元
108第4季 0元
109第1季 0.26元
