105 1,068,307 903,791 980,634 1,018,270 980,593 1,329,661 1,142,675 1,151,830 1,052,193 1,087,124 1,059,199 993,620 
106 1,038,931 1,050,394 1,200,433 1,085,202 1,181,918 1,231,477 1,288,419 1,257,934 1,155,835 1,176,080 1,142,829 1,148,947 
107 1,566,674 1,055,009 1,223,081 1,142,575 1,200,466 1,235,005 1,352,289 1,273,801 1,127,025 1,256,483 1,244,122 1,072,786 
108 1,311,523 1,225,046 1,215,359 1,254,117 1,255,780 1,259,768 1,498,916 1,341,289 1,326,255 1,268,794 1,305,795 1,268,508 
