105 110,443 79,436 112,693 111,143 107,545 109,198 108,089 119,870 107,819 118,202 116,397 123,551 
106 109,635 98,117 127,914 120,542 120,368 123,461 123,938 130,428 125,535 125,095 137,551 140,388 
107 147,212 106,446 147,537 137,568 143,406 137,236 146,981 141,050 144,581 153,468 146,906 145,805 
