
105第1季 -0.59元
105第2季 -0.67元
105第3季 -0.25元
105第4季 -0.23元
106第1季 -0.58元
106第2季 -0.39元
106第3季 -0.34元
106第4季 0元
107第1季 0.04元
107第2季 0.47元
107第3季 1.01元
107第4季 0.06元
108第1季 0.05元
108第2季 0.28元
108第3季 0.13元
108第4季 -0.41元
109第1季 -0.75元
109第2季 -0.31元
