
104第4季 -0.16元
105第1季 -0.50元
105第2季 -0.36元
105第3季 -1.42元
105第4季 1.20元
106第1季 -1.38元
106第2季 -0.27元
106第3季 -0.65元
106第4季 -0.73元
107第1季 -1.05元
107第2季 -0.33元
107第3季 0.07元
107第4季 0.4元
