108 32,232,285 24,237,554 23,930,085 21,299,701 - 10,267,443 24,794,809 23,403,601 21,417,431 21,433,421 22,270,811 22,618,828 
109 27,536,085 22,321,250 12,994,918 18,726,088 14,109,423 - - - - - - - 
