106 38,258,908 27,382,541 28,193,966 24,172,851 24,631,757 26,994,935 28,853,834 29,562,030 30,271,771 27,481,844 30,344,751 33,614,468 
107 32,448,749 19,883,944 23,776,802 21,909,860 23,499,850 23,597,474 27,956,919 29,688,691 26,617,073 24,216,509 28,544,497 32,210,898 
108 32,232,285 24,237,554 23,930,085 21,299,701 16,811,770 - - - - - - - 
