 97 0.18 0.00 0.32 0.32 0.50
 98 0.64 0.39 0.25 0.64 1.28
 99 0.73 0.72 0.00 0.72 1.45
 100 0.40 0.88 0.00 0.88 1.28
 101 0.71 0.70 0.00 0.70 1.41
 102 0.38 0.37 0.00 0.37 0.75
 103 0.81 0.81 0.00 0.81 1.62
 104 0.81 0.80 0.00 0.80 1.61
 105 1.00 0.00 0.00 0.00 1.00
 106 1.08 0.00 0.00 0.00 1.08
