
104第4季 -0.09元
105第1季 -0.85元
105第2季 -0.59元
105第3季 -0.42元
105第4季 -0.71元
106第1季 -0.66元
106第2季 -0.93元
106第3季 -0.50元
106第4季 -2.71元
107第1季 -0.23元
107第2季 -0.1元
107第3季 -0.05元
107第4季 0.03元
108第1季 -0.23元
108第2季 -0.36元
108第3季 -0.19元
108第4季 -0.48元
109第1季 -1.41元
109第2季 -1.04元
