
104第4季 -4.10元
105第1季 0.66元
105第2季 0.05元
105第3季 -4.65元
105第4季 -1.98元
106第1季 -0.82元
106第2季 -1.09元
106第3季 -0.53元
106第4季 -0.24元
107第1季 -0.65元
