
104第4季 0.22元
105第1季 0.32元
105第2季 0.49元
105第3季 0.48元
105第4季 0.35元
106第1季 0.52元
106第2季 0.34元
106第3季 0.29元
106第4季 0.31元
107第1季 0.46元
107第2季 0.5元
107第3季 0.38元
107第4季 -0.03元
108第1季 1.04元
