105 3,080,075 2,553,733 3,182,045 3,064,067 3,037,217 3,166,745 3,113,218 3,212,472 3,156,280 3,001,648 3,012,958 3,129,637 
106 2,926,059 2,379,555 3,023,039 3,042,497 3,026,391 3,229,976 3,269,580 3,542,783 3,705,754 3,408,807 3,546,382 3,490,936 
107 3,099,549 2,359,652 2,503,570 2,330,702 2,325,832 2,644,412 2,725,214 3,037,685 2,757,554 2,876,943 3,424,039 3,357,680 
