
105第3季 39.50% -3.88% -4.34% -0.97% -1.29% 10.02元
105第4季 40.49% -8.59% -8.50% -2.04% -2.84% 9.78元
106第1季 38.19% -2.27% -2.56% -0.58% -0.81% undefined
106第2季 41.23% 0.54% 1.01% 0.00% 0.25% undefined
106第3季 44.46% 3.69% 4.28% 0.62% 0.83% undefined
106第4季 45.02% 4.31% 4.5% 1.1% 1.48% 9.87元
107第1季 43.21% 0.95% 1.27% 0% 0.44% 9.92元
107第2季 44.62% 0.03% 0.07% -0.07% -0.09% 9.95元
