
105第1季 -0.57元
105第2季 -0.06元
105第3季 0.51元
105第4季 0.93元
106第1季 0.98元
106第2季 1.02元
106第3季 0.92元
106第4季 0.44元
107第1季 0.45元
107第2季 0.13元
107第3季 0.45元
107第4季 0.03元
