
104第4季 -0.04元
105第1季 -0.07元
105第2季 -0.07元
105第3季 0.21元
105第4季 0.01元
106第1季 -0.03元
106第2季 0.30元
106第3季 0.64元
106第4季 0.05元
107第1季 0.07元
107第2季 0.26元
107第3季 0.48元
107第4季 0.06元
108第1季 0.07元
108第2季 0.32元
108第3季 0.71元
