
104第4季 -0.18元
105第1季 -0.48元
105第2季 -0.44元
105第3季 -0.33元
105第4季 0.12元
106第1季 -0.46元
106第2季 -0.22元
106第3季 -0.16元
106第4季 -0.73元
107第1季 -0.39元
107第2季 -0.67元
107第3季 -0.58元
107第4季 -0.92元
108第1季 -0.46元
108第2季 -0.73元
108第3季 -0.94元
108第4季 -1.26元
