
104第4季 -0.90元
105第1季 0.00元
105第2季 -0.26元
105第3季 -0.21元
105第4季 -1.06元
106第1季 -0.16元
106第2季 -0.20元
106第3季 -0.12元
106第4季 -0.27元
107第1季 -0.07元
107第2季 0.1元
107第3季 -0.05元
107第4季 -0.43元
108第1季 0元
108第2季 0.01元
108第3季 -0.2元
108第4季 -0.39元
