
104第4季 -0.48元
105第1季 -0.79元
105第2季 -0.23元
105第3季 -0.41元
105第4季 0.09元
106第1季 -0.82元
106第2季 -0.25元
106第3季 -0.16元
106第4季 -0.56元
107第1季 -0.25元
107第2季 0.26元
107第3季 -2.19元
107第4季 -0.2元
108第1季 0.2元
108第2季 -0.01元
108第3季 -0.24元
108第4季 0.06元
