
104第4季 2.37元
105第1季 0.99元
105第2季 0.41元
105第3季 0.13元
105第4季 -0.17元
106第1季 -0.06元
106第2季 0.05元
106第3季 0.07元
106第4季 -0.23元
107第1季 0.27元
107第2季 -0.09元
