
105第1季 0.44元
105第2季 0.55元
105第3季 0.51元
105第4季 0.06元
106第1季 0.25元
106第2季 0.24元
106第3季 0.22元
106第4季 -0.02元
107第1季 -0.51元
107第2季 -0.56元
107第3季 -0.68元
107第4季 -5.28元
108第1季 -0.73元
108第2季 -0.69元
108第3季 -0.54元
108第4季 -0.43元
109第1季 -0.44元
109第2季 -0.41元
