
105第4季 18.00% 9.16% 4.06% 0.17% 0.17% 37.10元
106第1季 16.75% 4.81% 8.58% 0.00% 0.68% 35.60元
106第2季 16.56% 6.88% 7.01% 0.61% 0.66% undefined
106第3季 16.52% 6.83% 7.07% 0.00% 0.60% undefined
107第1季 -12.37% -41.31% -39.92% -1.27% -1.38% 37.25元
107第2季 -11.32% -39.12% -37.88% -1.43% -1.52% 36.24元
107第3季 -13.94% -46.59% -54.12% -1.81% -1.92% 34.27元
107第4季 -156.29% -333.56% -343.9% -15.66% -16.63% 29.24元
108第1季 -25.46% -54.23% -52.43% -2.32% -2.5% 29.25元
108第3季 0% 0% 0% 0% 0% 0元
108第4季 -5.82% -34.52% -34.3% -1.51% -1.64% 26.01元
109第1季 -22.77% -73.97% -64.44% -1.58% -1.72% 25.3元
