
104第4季 0.13元
105第1季 0.01元
105第2季 0.02元
105第3季 0.21元
105第4季 0.50元
106第1季 0.34元
106第2季 0.11元
106第3季 0.08元
106第4季 -0.14元
107第1季 0.03元
107第2季 0.02元
107第3季 0.06元
107第4季 -0.09元
108第1季 -0.5元
108第2季 -0.2元
108第3季 0.03元
108第4季 0.16元
109第1季 0元
