
104第4季 -0.22元
105第1季 0.35元
105第2季 -0.08元
105第3季 -0.40元
105第4季 -0.07元
106第1季 -0.31元
106第2季 -0.08元
106第3季 0.05元
106第4季 -0.23元
107第1季 -0.29元
107第2季 -0.45元
107第3季 -0.5元
107第4季 -0.33元
108第1季 -0.42元
108第2季 -0.11元
