
104第4季 -0.39元
105第1季 0.00元
105第2季 0.51元
105第3季 0.53元
105第4季 0.28元
106第1季 0.48元
106第2季 0.22元
106第3季 0.31元
106第4季 0.81元
107第1季 0.51元
