
106第2季 0.39元
106第4季 2.33元
107第1季 1.41元
107第2季 2.63元
107第3季 2.01元
107第4季 1.04元
108第1季 0.2元
108第2季 -0.18元
108第3季 -0.28元
108第4季 -0.38元
109第1季 -0.15元
