
104第4季 -0.01元
105第1季 -0.42元
105第2季 -0.23元
105第3季 -0.53元
105第4季 0.33元
106第1季 -0.27元
106第2季 -0.05元
106第3季 0.04元
106第4季 -0.38元
107第1季 -0.08元
107第2季 0.03元
