
105第1季 0.37元
105第2季 0.07元
105第3季 -0.14元
105第4季 0.35元
106第1季 -0.67元
106第2季 -0.24元
106第3季 0.06元
106第4季 -0.47元
107第1季 -0.17元
107第2季 -0.69元
107第3季 -0.38元
107第4季 -0.13元
108第1季 0.86元
108第2季 0.09元
108第3季 -0.25元
