
105第3季 38.91% 4.50% 4.66% 1.08% 1.97% 16.66元
105第4季 43.33% 10.75% 12.14% 3.35% 5.99% 17.70元
106第1季 39.17% 7.97% 8.96% 2.25% 3.94% undefined
106第2季 37.26% 4.63% 5.60% 0.00% 2.44% undefined
106第3季 32.23% -12.76% -12.08% -2.73% -5.05% undefined
106第4季 39.22% 5.91% 7.84% 2.45% 4.6% 16.52元
107第1季 34.96% 2.66% 3.13% 1.13% 2.09% 17.05元
107第2季 34.43% -3.14% -1.81% -0.47% -0.85% 15.85元
107第3季 33.91% -2.05% -1.52% -0.38% -0.72% 15.75元
107第4季 41.73% 8.87% 10.22% 2.96% 5.67% 16.7元
108第1季 39.55% 7.59% 3.59% 0.81% 1.75% 16.95元
108第2季 38.65% 4.16% 0.15% 0.3% 0.08% 15.95元
108第3季 37.36% 1.76% -3.2% 0.12% -1.53% 15.66元
108第4季 43.21% 13.92% 11.61% 1.04% 6.42% 16.81元
109第1季 20.63% -23.73% -32.12% -0.98% -10.98% 14.9元
