
106第3季 1.08元
106第4季 1.31元
107第2季 1.51元
107第3季 1.01元
107第4季 -0.19元
108第1季 0.06元
108第2季 0.43元
108第3季 0.98元
108第4季 0.29元
109第1季 0.04元
