
104第4季 0.40元
105第1季 0.77元
105第2季 0.70元
105第3季 0.62元
105第4季 0.25元
106第1季 0.76元
106第2季 0.91元
106第3季 0.73元
106第4季 0.61元
107第1季 0.97元
107第2季 0.54元
107第3季 0.63元
107第4季 0.49元
108第1季 0.56元
108第2季 -0.55元
108第3季 0.38元
108第4季 -2.71元
109第1季 1.12元
109第2季 1.67元
